"Kod";"Nazwa";"masło świeże o zawartości tłuszczu ok. 82,5% - za 200g;2019;[zł]";"masło świeże o zawartości tłuszczu ok. 82,5% - za 200g;2020;[zł]";"masło świeże o zawartości tłuszczu ok. 82,5% - za 200g;2021;[zł]";"masło świeże o zawartości tłuszczu ok. 82,5% - za 200g;2022;[zł]";"masło świeże o zawartości tłuszczu ok. 82,5% - za 200g;2023;[zł]";
1200000;"MAŁOPOLSKIE";5,50;5,12;5,83;8,53;7,04;
